epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,14565.8,0.86444,0.99471,1.22312,0.5202,0.37231,0.39614,0.16056,1.70302,0.85531,1.20852,0.009,0.009,0.009
127,14789.4,0.89025,0.96047,1.22124,0.52306,0.37272,0.39763,0.16088,1.70255,0.85493,1.20823,0.008992,0.008992,0.008992
128,15091.5,0.8875,0.98085,1.22311,0.53201,0.37064,0.39662,0.16102,1.70182,0.8545,1.2079,0.008984,0.008984,0.008984
129,15435.9,0.91803,1.00333,1.22624,0.53089,0.37018,0.39721,0.16106,1.70119,0.85429,1.20756,0.008976,0.008976,0.008976
130,15659.7,0.85941,0.98055,1.21994,0.52887,0.37113,0.39625,0.16113,1.70059,0.85388,1.20729,0.008968,0.008968,0.008968
131,15883.2,0.8756,0.9737,1.21992,0.52158,0.37327,0.39625,0.16157,1.69989,0.85343,1.20693,0.00896,0.00896,0.00896
132,16107.8,0.88101,0.96787,1.2179,0.52438,0.37406,0.3975,0.16178,1.69928,0.85309,1.20663,0.008952,0.008952,0.008952
133,16331.4,0.86634,0.98379,1.2248,0.52003,0.37239,0.39547,0.16184,1.69867,0.85266,1.20636,0.008944,0.008944,0.008944
134,16555.2,0.89276,0.97643,1.2252,0.52263,0.3727,0.39592,0.16156,1.69834,0.85225,1.20622,0.008936,0.008936,0.008936
135,16779.1,0.87465,0.97146,1.22025,0.52275,0.37192,0.39687,0.16157,1.69745,0.85177,1.2058,0.008928,0.008928,0.008928
136,17015,0.87279,0.9702,1.22058,0.52203,0.37255,0.39664,0.16209,1.69701,0.85138,1.20563,0.00892,0.00892,0.00892
137,17238.9,0.88459,0.97005,1.22285,0.5165,0.3706,0.3953,0.16206,1.69625,0.85107,1.20531,0.008912,0.008912,0.008912
138,17462.8,0.87736,0.9699,1.21883,0.64901,0.37154,0.39651,0.16217,1.69539,0.85081,1.20495,0.008904,0.008904,0.008904
139,17686.6,0.8814,0.96074,1.21974,0.514,0.37404,0.39599,0.16238,1.69475,0.85046,1.20458,0.008896,0.008896,0.008896
140,17910.6,0.88617,1.01479,1.22344,0.5134,0.37376,0.39507,0.16258,1.69405,0.85011,1.20419,0.008888,0.008888,0.008888
141,18150.1,0.86515,0.97955,1.21749,0.51515,0.37354,0.39541,0.16309,1.69329,0.8497,1.20385,0.00888,0.00888,0.00888
142,18373.5,0.85978,1.00586,1.21159,0.51691,0.37235,0.39612,0.1627,1.69233,0.84949,1.20342,0.008872,0.008872,0.008872
143,18597.7,0.86983,0.96399,1.21387,0.52165,0.37451,0.39861,0.16343,1.69179,0.84899,1.2031,0.008864,0.008864,0.008864
144,18822.1,0.87974,0.95331,1.21308,0.52436,0.37038,0.39751,0.16311,1.69094,0.84868,1.20282,0.008856,0.008856,0.008856
145,19045.9,0.88134,0.95899,1.21291,0.65443,0.37024,0.39896,0.16357,1.69048,0.84843,1.20257,0.008848,0.008848,0.008848
146,19269.3,0.86406,0.96415,1.22252,0.65646,0.3707,0.39945,0.16342,1.68974,0.84798,1.2023,0.00884,0.00884,0.00884
147,19493.6,0.8845,0.96816,1.21997,0.46489,0.40946,0.4001,0.16399,1.68945,0.84763,1.20213,0.008832,0.008832,0.008832
148,19717.6,0.87799,0.9823,1.21653,0.65588,0.3738,0.40029,0.16451,1.68889,0.84719,1.20183,0.008824,0.008824,0.008824
149,19941.3,0.85989,0.9811,1.21831,0.66168,0.37423,0.40258,0.16479,1.68804,0.84697,1.20148,0.008816,0.008816,0.008816
150,20166.4,0.86025,0.96654,1.21518,0.66078,0.37526,0.40241,0.16468,1.6876,0.84679,1.20134,0.008808,0.008808,0.008808
151,20390.6,0.89306,0.9495,1.21368,0.6598,0.37329,0.40264,0.16486,1.687,0.84647,1.20105,0.0088,0.0088,0.0088
152,20615.3,0.8617,0.95098,1.212,0.65748,0.37476,0.40355,0.16549,1.68619,0.84631,1.20073,0.008792,0.008792,0.008792
153,20839.6,0.86805,0.94458,1.20737,0.65746,0.37409,0.40399,0.16599,1.68545,0.84603,1.20039,0.008784,0.008784,0.008784
154,21064,0.87069,0.94911,1.21435,0.65994,0.372,0.4039,0.16592,1.68487,0.84573,1.20014,0.008776,0.008776,0.008776
155,21288.8,0.84862,0.96553,1.20949,0.47109,0.40647,0.40319,0.16627,1.68425,0.84547,1.19985,0.008768,0.008768,0.008768
156,21512.6,0.84617,0.94855,1.20921,0.47592,0.40743,0.40465,0.16616,1.68363,0.84518,1.19958,0.00876,0.00876,0.00876
157,21737,0.88149,0.94958,1.21206,0.47294,0.40638,0.40348,0.16621,1.68314,0.84479,1.19928,0.008752,0.008752,0.008752
158,21960.7,0.89869,0.96085,1.21353,0.48864,0.39834,0.40401,0.16663,1.68244,0.84456,1.19911,0.008744,0.008744,0.008744
159,22186.7,0.86871,0.95691,1.21194,0.48497,0.40119,0.40458,0.16651,1.68204,0.84432,1.19894,0.008736,0.008736,0.008736
160,22462.7,0.84448,0.95963,1.21304,0.48319,0.40247,0.40492,0.16651,1.68132,0.84427,1.19864,0.008728,0.008728,0.008728
161,22686.5,0.84785,0.94575,1.2112,0.48052,0.40416,0.40529,0.16669,1.68052,0.84405,1.19835,0.00872,0.00872,0.00872
162,22910.1,0.87607,0.95944,1.21308,0.47588,0.4054,0.40567,0.16634,1.68002,0.84371,1.19804,0.008712,0.008712,0.008712
163,23133.1,0.84998,0.95175,1.20954,0.48043,0.40683,0.40768,0.16692,1.67927,0.84326,1.19776,0.008704,0.008704,0.008704
164,23357.3,0.85158,0.96101,1.21078,0.48062,0.40691,0.40804,0.16727,1.67871,0.84302,1.19745,0.008696,0.008696,0.008696
165,23582,0.86958,0.94392,1.20889,0.486,0.40622,0.4081,0.16819,1.67805,0.84284,1.19716,0.008688,0.008688,0.008688
166,23805,0.85524,0.95511,1.2088,0.49023,0.40344,0.40942,0.16814,1.67771,0.84279,1.19692,0.00868,0.00868,0.00868
167,24049.7,0.85282,0.95496,1.2109,0.49521,0.40257,0.4112,0.16861,1.67695,0.84227,1.19674,0.008672,0.008672,0.008672
168,24272.3,0.85063,0.95743,1.21345,0.49715,0.40413,0.41274,0.16901,1.67641,0.84217,1.19631,0.008664,0.008664,0.008664
169,24496.1,0.84993,0.93939,1.20692,0.50404,0.40234,0.41363,0.1691,1.67606,0.84208,1.19607,0.008656,0.008656,0.008656
170,24735.6,0.85982,0.94745,1.20527,0.50657,0.40109,0.41388,0.16882,1.67537,0.84169,1.19581,0.008648,0.008648,0.008648
171,24969.2,0.85156,0.9607,1.21281,0.50634,0.39675,0.41292,0.16911,1.67471,0.84147,1.19564,0.00864,0.00864,0.00864
172,25193,0.84798,0.95547,1.20556,0.50965,0.39674,0.41465,0.16931,1.67398,0.84118,1.19536,0.008632,0.008632,0.008632
173,25417.4,0.85104,0.95065,1.20599,0.51872,0.39389,0.41437,0.16929,1.6735,0.84096,1.19508,0.008624,0.008624,0.008624
174,25641.4,0.87075,0.94641,1.206,0.51399,0.39667,0.41559,0.16913,1.6726,0.84076,1.19472,0.008616,0.008616,0.008616
175,25878.4,0.87335,0.94947,1.20805,0.51613,0.39611,0.41619,0.16931,1.67204,0.84066,1.19449,0.008608,0.008608,0.008608
176,26101.3,0.83628,0.94656,1.19837,0.5222,0.39712,0.41767,0.17002,1.67157,0.8403,1.19409,0.0086,0.0086,0.0086
177,26325.3,0.84883,0.95352,1.20306,0.53015,0.39334,0.418,0.17025,1.67091,0.84007,1.1939,0.008592,0.008592,0.008592
178,26577.8,0.87098,0.94848,1.20278,0.53174,0.39601,0.41872,0.1706,1.67039,0.83984,1.19368,0.008584,0.008584,0.008584
179,26801.2,0.84931,0.93353,1.20657,0.66543,0.38678,0.41752,0.17055,1.66965,0.83945,1.19344,0.008576,0.008576,0.008576
180,27033.8,0.8425,0.94111,1.20136,0.66565,0.38693,0.41844,0.17081,1.66884,0.83939,1.19313,0.008568,0.008568,0.008568
181,27256.7,0.83684,0.94231,1.20306,0.66276,0.38765,0.41812,0.17092,1.66813,0.83918,1.19286,0.00856,0.00856,0.00856
182,27480.4,0.87659,0.94411,1.20432,0.67053,0.3824,0.41863,0.17148,1.66765,0.83882,1.19267,0.008552,0.008552,0.008552
183,27703.7,0.86026,0.93567,1.20141,0.53597,0.38922,0.41829,0.17169,1.66711,0.83844,1.19249,0.008544,0.008544,0.008544
184,27955.1,0.8485,0.93399,1.20502,0.68146,0.37819,0.41884,0.17195,1.66635,0.83803,1.19216,0.008536,0.008536,0.008536
185,28178,0.84035,0.9373,1.20519,0.51425,0.39828,0.41873,0.17232,1.66575,0.8378,1.19193,0.008528,0.008528,0.008528
186,28401.6,0.84215,0.94292,1.19953,0.51514,0.3987,0.41929,0.17218,1.66523,0.83757,1.1917,0.00852,0.00852,0.00852
