epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,11946.1,1.85729,0.7698,1.16271,0.57095,0.45948,0.47687,0.28144,2.54,0.71239,1.14343,0.009352,0.009352,0.009352
83,12296.8,1.83635,0.76933,1.1632,0.56661,0.46013,0.47785,0.28255,2.52708,0.711,1.1418,0.009344,0.009344,0.009344
84,12647.6,1.80542,0.76083,1.15577,0.57091,0.46373,0.47775,0.2824,2.52949,0.71041,1.14183,0.009336,0.009336,0.009336
85,12997.8,1.82472,0.76815,1.15665,0.56225,0.47015,0.48074,0.28415,2.52791,0.70792,1.14145,0.009328,0.009328,0.009328
86,13348.5,1.80502,0.76525,1.15614,0.56703,0.46632,0.48188,0.28484,2.52241,0.70703,1.14036,0.00932,0.00932,0.00932
87,13698.8,1.81946,0.75937,1.15938,0.57057,0.46997,0.48248,0.28509,2.51809,0.70461,1.14023,0.009312,0.009312,0.009312
88,14052.4,1.79408,0.76107,1.15613,0.56872,0.46901,0.4829,0.28624,2.51285,0.70309,1.1393,0.009304,0.009304,0.009304
89,14402.7,1.81706,0.75892,1.15059,0.56971,0.4673,0.48355,0.28554,2.50935,0.70171,1.13897,0.009296,0.009296,0.009296
90,14752,1.83334,0.75374,1.15295,0.56628,0.46973,0.48421,0.28634,2.50667,0.70162,1.13848,0.009288,0.009288,0.009288
91,15101.4,1.81612,0.75355,1.15219,0.57399,0.46699,0.48592,0.28762,2.50132,0.6993,1.13751,0.00928,0.00928,0.00928
92,15451.2,1.80853,0.75556,1.15465,0.57181,0.46949,0.48654,0.28776,2.49843,0.69844,1.13757,0.009272,0.009272,0.009272
93,15801,1.7933,0.7526,1.14915,0.56379,0.47541,0.4868,0.28761,2.4985,0.69946,1.13785,0.009264,0.009264,0.009264
94,16150.3,1.80668,0.74565,1.14741,0.56531,0.47563,0.48724,0.28824,2.48974,0.69803,1.13672,0.009256,0.009256,0.009256
95,16499.4,1.8114,0.75236,1.15268,0.56982,0.47422,0.48772,0.28915,2.48784,0.6971,1.13552,0.009248,0.009248,0.009248
96,16849.1,1.78311,0.74949,1.14692,0.5785,0.47116,0.48833,0.28978,2.48481,0.69606,1.13478,0.00924,0.00924,0.00924
97,17198.9,1.79746,0.7462,1.14608,0.57649,0.47414,0.49002,0.29072,2.48346,0.69506,1.13413,0.009232,0.009232,0.009232
98,17548.7,1.80058,0.74754,1.15021,0.5788,0.47421,0.49063,0.29091,2.48118,0.69411,1.13392,0.009224,0.009224,0.009224
99,17898.2,1.77288,0.7455,1.1455,0.57115,0.47732,0.49055,0.29055,2.47875,0.6939,1.13378,0.009216,0.009216,0.009216
100,18261.9,1.78492,0.7501,1.14824,0.57055,0.47852,0.49116,0.29079,2.47955,0.69236,1.13382,0.009208,0.009208,0.009208
101,18610.4,1.78432,0.73961,1.14618,0.56513,0.47848,0.49167,0.29182,2.47671,0.69151,1.133,0.0092,0.0092,0.0092
102,18959.8,1.77704,0.742,1.14264,0.57111,0.47767,0.49362,0.2932,2.47033,0.69054,1.13223,0.009192,0.009192,0.009192
103,19308.7,1.76857,0.73635,1.1442,0.56388,0.48244,0.4932,0.29295,2.46469,0.68981,1.13127,0.009184,0.009184,0.009184
104,19657.2,1.76247,0.73479,1.14633,0.5773,0.47648,0.49394,0.2933,2.46126,0.69031,1.13093,0.009176,0.009176,0.009176
105,20006.1,1.77502,0.73408,1.14244,0.57418,0.47861,0.49376,0.29328,2.45896,0.68969,1.13082,0.009168,0.009168,0.009168
106,20355,1.76584,0.7337,1.14148,0.56396,0.48684,0.49486,0.29401,2.45855,0.68876,1.13038,0.00916,0.00916,0.00916
107,20704.3,1.76158,0.72937,1.13972,0.56922,0.48625,0.49606,0.29467,2.45478,0.68777,1.12976,0.009152,0.009152,0.009152
108,21052.6,1.76422,0.7303,1.14312,0.56967,0.48543,0.4965,0.29523,2.44916,0.68658,1.12868,0.009144,0.009144,0.009144
109,21400.9,1.75163,0.72761,1.13693,0.57747,0.47941,0.49693,0.29579,2.44823,0.68593,1.12844,0.009136,0.009136,0.009136
110,21749,1.73063,0.72203,1.13838,0.58188,0.47559,0.49757,0.29588,2.44656,0.68519,1.12808,0.009128,0.009128,0.009128
111,22097.2,1.7318,0.72567,1.13876,0.56865,0.48587,0.49851,0.29634,2.44606,0.68438,1.12788,0.00912,0.00912,0.00912
