epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
148,22781.8,0.02248,1.22899,1.06153,0.58272,0.24429,0.21662,0.07615,0.01981,1.10668,1.0451,0.008824,0.008824,0.008824
149,22930.7,0.02225,1.24519,1.06379,0.58303,0.24433,0.21695,0.07625,0.01981,1.1062,1.04504,0.008816,0.008816,0.008816
150,23081.8,0.02238,1.23329,1.06273,0.58044,0.24537,0.21697,0.07627,0.01981,1.10579,1.04505,0.008808,0.008808,0.008808
151,23231.7,0.0223,1.22907,1.05951,0.58133,0.2458,0.21743,0.0764,0.01981,1.1053,1.04499,0.0088,0.0088,0.0088
152,23382.9,0.02233,1.23905,1.06204,0.57818,0.24663,0.21751,0.07632,0.01981,1.10504,1.04495,0.008792,0.008792,0.008792
153,23532.1,0.02238,1.23905,1.06406,0.57864,0.247,0.21841,0.07652,0.01981,1.1049,1.04496,0.008784,0.008784,0.008784
154,23684.5,0.02226,1.2365,1.0593,0.57559,0.25102,0.21921,0.07669,0.01981,1.10493,1.04488,0.008776,0.008776,0.008776
155,23833.7,0.02235,1.22821,1.05934,0.57442,0.25241,0.2194,0.07688,0.01981,1.10468,1.0448,0.008768,0.008768,0.008768
156,23988.6,0.02222,1.21523,1.05613,0.57465,0.25207,0.21967,0.07697,0.0198,1.10417,1.04467,0.00876,0.00876,0.00876
157,24137.5,0.02226,1.21607,1.0613,0.57178,0.25229,0.22044,0.07711,0.0198,1.10338,1.04457,0.008752,0.008752,0.008752
158,24289.6,0.02222,1.23101,1.06305,0.57586,0.25239,0.22153,0.07723,0.0198,1.10279,1.0444,0.008744,0.008744,0.008744
159,24440,0.02222,1.2239,1.06134,0.5773,0.25228,0.22206,0.07754,0.0198,1.10218,1.04437,0.008736,0.008736,0.008736
160,24590.2,0.02215,1.2286,1.05999,0.58583,0.25155,0.22329,0.07762,0.0198,1.10184,1.04426,0.008728,0.008728,0.008728
161,24744.3,0.02239,1.23985,1.06044,0.5863,0.2508,0.22416,0.07794,0.0198,1.10124,1.04423,0.00872,0.00872,0.00872
162,24898.5,0.02224,1.22214,1.05846,0.58705,0.25026,0.22466,0.07825,0.01979,1.10076,1.04407,0.008712,0.008712,0.008712
163,25051.8,0.02215,1.21077,1.06429,0.58578,0.25044,0.22463,0.07841,0.01979,1.1004,1.04398,0.008704,0.008704,0.008704
164,25206.6,0.02224,1.21714,1.05154,0.58192,0.25126,0.22481,0.07853,0.01978,1.1,1.04389,0.008696,0.008696,0.008696
165,25357.4,0.02223,1.22026,1.06294,0.58379,0.25123,0.22537,0.0788,0.01978,1.09977,1.04376,0.008688,0.008688,0.008688
166,25506.3,0.02222,1.22325,1.05909,0.58579,0.25128,0.22556,0.07882,0.01977,1.09926,1.04349,0.00868,0.00868,0.00868
167,25658.8,0.0222,1.20545,1.05689,0.58468,0.25047,0.22577,0.07877,0.01977,1.09884,1.04341,0.008672,0.008672,0.008672
168,25808.6,0.0223,1.23228,1.05896,0.58484,0.25089,0.22572,0.07878,0.01976,1.09817,1.0433,0.008664,0.008664,0.008664
169,25959.7,0.02207,1.20168,1.05552,0.58544,0.25069,0.22359,0.07834,0.01977,1.09759,1.04322,0.008656,0.008656,0.008656
170,26108.1,0.02223,1.21732,1.0544,0.5911,0.24993,0.22455,0.07876,0.01976,1.09705,1.04307,0.008648,0.008648,0.008648
171,26262.2,0.02225,1.20995,1.05786,0.59538,0.24781,0.22499,0.07884,0.01975,1.09653,1.04295,0.00864,0.00864,0.00864
172,26413.1,0.02229,1.22162,1.05876,0.59781,0.24837,0.22541,0.07898,0.01975,1.09612,1.04282,0.008632,0.008632,0.008632
173,26562.1,0.02224,1.2217,1.05744,0.59662,0.24926,0.2255,0.07901,0.01975,1.09552,1.04278,0.008624,0.008624,0.008624
174,26709.9,0.02222,1.20863,1.05654,0.5997,0.24858,0.22551,0.07925,0.01974,1.09511,1.04269,0.008616,0.008616,0.008616
175,26861.2,0.0222,1.20946,1.05977,0.60228,0.24828,0.22615,0.07956,0.01973,1.09462,1.04248,0.008608,0.008608,0.008608
176,27013.2,0.02211,1.20201,1.05536,0.60181,0.24836,0.22624,0.07969,0.01973,1.09436,1.0424,0.0086,0.0086,0.0086
177,27164.5,0.02205,1.19188,1.05376,0.60342,0.24912,0.22611,0.07967,0.01973,1.09402,1.0423,0.008592,0.008592,0.008592
178,27314.4,0.02216,1.19986,1.04951,0.6012,0.24917,0.22619,0.07976,0.01972,1.09363,1.04219,0.008584,0.008584,0.008584
179,27463.1,0.02202,1.19038,1.05803,0.59946,0.24998,0.22642,0.07992,0.01972,1.09323,1.04207,0.008576,0.008576,0.008576
180,27615.3,0.02205,1.19647,1.05489,0.59866,0.25037,0.22705,0.07985,0.01972,1.09292,1.04197,0.008568,0.008568,0.008568
181,27764.3,0.02214,1.19947,1.05447,0.59881,0.25033,0.22699,0.08003,0.01971,1.09241,1.04181,0.00856,0.00856,0.00856
182,27913.3,0.02217,1.20928,1.06071,0.60532,0.24854,0.2271,0.08001,0.01971,1.09207,1.0417,0.008552,0.008552,0.008552
183,28065.3,0.02216,1.21703,1.0555,0.60039,0.25182,0.22819,0.08029,0.0197,1.09171,1.0415,0.008544,0.008544,0.008544
184,28218.5,0.02217,1.195,1.05844,0.60327,0.25036,0.22866,0.08058,0.0197,1.09117,1.04134,0.008536,0.008536,0.008536
185,28367.2,0.02216,1.20052,1.05787,0.60301,0.25068,0.22962,0.08073,0.01969,1.09102,1.04122,0.008528,0.008528,0.008528
186,28517.8,0.02217,1.19903,1.05644,0.60593,0.25049,0.23005,0.08071,0.01969,1.09079,1.04105,0.00852,0.00852,0.00852
